image_name,image_path,released_year,viewpoint,bbox,make,model,type
f967816162364e,dataset/image/89/1785/2013/f967816162364e.jpg,2013,front,"[250.0, 125.0, 765.0, 645.0]",Karry,Youya,minibus
82d3215f3319af,dataset/image/89/1785/2013/82d3215f3319af.jpg,2013,rear,"[198.0, 1.0, 708.0, 541.0]",Karry,Youya,minibus
1697b73a698293,dataset/image/89/1785/2013/1697b73a698293.jpg,2013,rear,"[217.0, 57.0, 801.0, 714.0]",Karry,Youya,minibus
f93b3853700286,dataset/image/89/1785/2013/f93b3853700286.jpg,2013,front,"[154.0, 51.0, 844.0, 718.0]",Karry,Youya,minibus
380e7f292555a2,dataset/image/89/1785/2013/380e7f292555a2.jpg,2013,front,"[205.0, 100.0, 713.0, 607.0]",Karry,Youya,minibus
bd0edf8c3fe567,dataset/image/89/1785/2013/bd0edf8c3fe567.jpg,2013,rear,"[247.0, 114.0, 665.0, 596.0]",Karry,Youya,minibus
6f173f8f333b8b,dataset/image/89/1785/2013/6f173f8f333b8b.jpg,2013,rear,"[262.0, 114.0, 736.0, 652.0]",Karry,Youya,minibus
910d1433d1a83c,dataset/image/89/1785/2012/910d1433d1a83c.jpg,2012,rear,"[202.0, 86.0, 593.0, 534.0]",Karry,Youya,minibus
5acaf28b17310c,dataset/image/89/1785/2012/5acaf28b17310c.jpg,2012,front,"[166.0, 56.0, 609.0, 537.0]",Karry,Youya,minibus
82b2e744ba449f,dataset/image/89/1785/2007/82b2e744ba449f.jpg,2007,front,"[192.0, 33.0, 617.0, 492.0]",Karry,Youya,minibus
109c6f0c4ce7b9,dataset/image/89/1785/2007/109c6f0c4ce7b9.jpg,2007,rear,"[203.0, 73.0, 592.0, 521.0]",Karry,Youya,minibus
9bbdaaec68dc31,dataset/image/89/1785/2007/9bbdaaec68dc31.jpg,2007,front,"[196.0, 72.0, 573.0, 474.0]",Karry,Youya,minibus
56bb8cde00e188,dataset/image/89/1785/2007/56bb8cde00e188.jpg,2007,front,"[176.0, 67.0, 641.0, 460.0]",Karry,Youya,minibus
2bbfd8a3e4b247,dataset/image/89/1785/2007/2bbfd8a3e4b247.jpg,2007,front,"[213.0, 49.0, 838.0, 717.0]",Karry,Youya,minibus
b9704bb65f8346,dataset/image/89/1785/2007/b9704bb65f8346.jpg,2007,front,"[189.0, 45.0, 604.0, 489.0]",Karry,Youya,minibus
ca759f556550b2,dataset/image/89/1785/2007/ca759f556550b2.jpg,2007,rear,"[228.0, 49.0, 805.0, 718.0]",Karry,Youya,minibus
9e3b4e60bc4931,dataset/image/89/1785/2007/9e3b4e60bc4931.jpg,2007,front,"[182.0, 40.0, 605.0, 506.0]",Karry,Youya,minibus
cf2f33bcaa0e48,dataset/image/89/1785/2007/cf2f33bcaa0e48.jpg,2007,front,"[191.0, 105.0, 610.0, 529.0]",Karry,Youya,minibus
6e94e05899c59f,dataset/image/89/1785/2007/6e94e05899c59f.jpg,2007,rear,"[243.0, 103.0, 589.0, 499.0]",Karry,Youya,minibus
2fc6b97634497e,dataset/image/89/1785/2007/2fc6b97634497e.jpg,2007,rear,"[193.0, 47.0, 607.0, 528.0]",Karry,Youya,minibus
359f3352c195c6,dataset/image/89/1785/2007/359f3352c195c6.jpg,2007,rear,"[240.0, 93.0, 551.0, 454.0]",Karry,Youya,minibus
00dc3d413b9eac,dataset/image/89/1785/2010/00dc3d413b9eac.jpg,2010,front,"[211.0, 102.0, 664.0, 589.0]",Karry,Youya,minibus
3ba02794529d72,dataset/image/89/1785/2010/3ba02794529d72.jpg,2010,front,"[118.0, 108.0, 797.0, 600.0]",Karry,Youya,minibus
e1d8cbfa56d965,dataset/image/89/1785/2010/e1d8cbfa56d965.jpg,2010,front,"[199.0, 80.0, 703.0, 623.0]",Karry,Youya,minibus
e35365254ff785,dataset/image/89/1785/2010/e35365254ff785.jpg,2010,rear,"[180.0, 72.0, 673.0, 604.0]",Karry,Youya,minibus
d4186f612619d3,dataset/image/89/1785/2010/d4186f612619d3.jpg,2010,front,"[90.0, 152.0, 756.0, 605.0]",Karry,Youya,minibus
a773624d5fb5aa,dataset/image/89/1785/2010/a773624d5fb5aa.jpg,2010,rear,"[240.0, 103.0, 683.0, 598.0]",Karry,Youya,minibus
26390139539e6c,dataset/image/116/1149/2009/26390139539e6c.jpg,2009,rear,"[240.0, 150.0, 686.0, 566.0]",Cheetah,Cheetah CS7,hatchback
921c7f9da99286,dataset/image/116/1149/2009/921c7f9da99286.jpg,2009,front,"[198.0, 138.0, 625.0, 516.0]",Cheetah,Cheetah CS7,hatchback
c8282130975ee4,dataset/image/116/1149/2009/c8282130975ee4.jpg,2009,front,"[170.0, 161.0, 736.0, 620.0]",Cheetah,Cheetah CS7,hatchback
5f63d5d71d10e6,dataset/image/116/1149/2009/5f63d5d71d10e6.jpg,2009,front,"[96.0, 26.0, 703.0, 537.0]",Cheetah,Cheetah CS7,hatchback
8c7de9252f97fb,dataset/image/116/1149/2009/8c7de9252f97fb.jpg,2009,rear,"[192.0, 113.0, 579.0, 478.0]",Cheetah,Cheetah CS7,hatchback
6898c98630beac,dataset/image/116/1149/2009/6898c98630beac.jpg,2009,front,"[134.0, 72.0, 670.0, 496.0]",Cheetah,Cheetah CS7,hatchback
e32c5f5021792a,dataset/image/116/1149/2009/e32c5f5021792a.jpg,2009,front,"[429.0, 261.0, 759.0, 479.0]",Cheetah,Cheetah CS7,hatchback
0850353dea26fa,dataset/image/116/1149/2009/0850353dea26fa.jpg,2009,front,"[189.0, 105.0, 596.0, 455.0]",Cheetah,Cheetah CS7,hatchback
bb98ea2a1296a0,dataset/image/116/1149/2009/bb98ea2a1296a0.jpg,2009,rear,"[183.0, 107.0, 640.0, 539.0]",Cheetah,Cheetah CS7,hatchback
5270eb893ec924,dataset/image/116/1149/2009/5270eb893ec924.jpg,2009,front,"[136.0, 20.0, 667.0, 521.0]",Cheetah,Cheetah CS7,hatchback
0f3836cd03d674,dataset/image/116/1149/2009/0f3836cd03d674.jpg,2009,rear,"[143.0, 75.0, 619.0, 535.0]",Cheetah,Cheetah CS7,hatchback
d5ae0b7ec3bc86,dataset/image/116/1149/2009/d5ae0b7ec3bc86.jpg,2009,front,"[160.0, 43.0, 673.0, 536.0]",Cheetah,Cheetah CS7,hatchback
643661c36a9565,dataset/image/116/1149/2009/643661c36a9565.jpg,2009,front,"[135.0, 136.0, 534.0, 483.0]",Cheetah,Cheetah CS7,hatchback
15ad44b84c908b,dataset/image/116/1149/2009/15ad44b84c908b.jpg,2009,front,"[39.0, 221.0, 391.0, 507.0]",Cheetah,Cheetah CS7,hatchback
a8009879f0de65,dataset/image/116/1149/2009/a8009879f0de65.jpg,2009,front,"[126.0, 55.0, 555.0, 427.0]",Cheetah,Cheetah CS7,hatchback
3594efcc1d6dd5,dataset/image/116/1149/2009/3594efcc1d6dd5.jpg,2009,front,"[117.0, 65.0, 654.0, 543.0]",Cheetah,Cheetah CS7,hatchback
2587923062ce90,dataset/image/116/1149/2009/2587923062ce90.jpg,2009,rear,"[146.0, 84.0, 735.0, 627.0]",Cheetah,Cheetah CS7,hatchback
c01f4afc8517db,dataset/image/116/1149/2009/c01f4afc8517db.jpg,2009,front,"[162.0, 83.0, 760.0, 609.0]",Cheetah,Cheetah CS7,hatchback
b5f42c8af3f7cd,dataset/image/116/1149/2009/b5f42c8af3f7cd.jpg,2009,rear,"[152.0, 58.0, 621.0, 503.0]",Cheetah,Cheetah CS7,hatchback
aad62a5be322fe,dataset/image/116/1149/2009/aad62a5be322fe.jpg,2009,rear,"[155.0, 89.0, 797.0, 607.0]",Cheetah,Cheetah CS7,hatchback
2f122f422bb438,dataset/image/116/1149/2009/2f122f422bb438.jpg,2009,front,"[167.0, 164.0, 733.0, 566.0]",Cheetah,Cheetah CS7,hatchback
8272e6de65bb18,dataset/image/116/1149/2009/8272e6de65bb18.jpg,2009,front,"[255.0, 190.0, 663.0, 544.0]",Cheetah,Cheetah CS7,hatchback
c32b0610e5ab2d,dataset/image/116/1149/2009/c32b0610e5ab2d.jpg,2009,rear,"[229.0, 217.0, 693.0, 627.0]",Cheetah,Cheetah CS7,hatchback
c2879fd057d315,dataset/image/116/1148/2009/c2879fd057d315.jpg,2009,front,"[143.0, 144.0, 524.0, 485.0]",Cheetah,Cheetah CS6,SUV
dc87a58aeb06a6,dataset/image/116/1148/2009/dc87a58aeb06a6.jpg,2009,front,"[238.0, 78.0, 613.0, 423.0]",Cheetah,Cheetah CS6,SUV
7d68be427186bb,dataset/image/116/1148/2009/7d68be427186bb.jpg,2009,rear,"[262.0, 81.0, 690.0, 461.0]",Cheetah,Cheetah CS6,SUV
aed25527493fb7,dataset/image/116/1148/2009/aed25527493fb7.jpg,2009,front,"[173.0, 138.0, 662.0, 485.0]",Cheetah,Cheetah CS6,SUV
4e2d8a2f4c5dbc,dataset/image/116/1148/2011/4e2d8a2f4c5dbc.jpg,2011,rear,"[179.0, 155.0, 750.0, 626.0]",Cheetah,Cheetah CS6,SUV
eb1aa93e49a034,dataset/image/116/1148/2011/eb1aa93e49a034.jpg,2011,front,"[177.0, 171.0, 708.0, 626.0]",Cheetah,Cheetah CS6,SUV
b118803561872e,dataset/image/116/1154/2013/b118803561872e.jpg,2013,front,"[169.0, 119.0, 626.0, 503.0]",Cheetah,Feiteng,SUV
5d77fcd9fdb436,dataset/image/116/1154/2013/5d77fcd9fdb436.jpg,2013,rear,"[174.0, 117.0, 641.0, 542.0]",Cheetah,Feiteng,SUV
332f2e5d5f1f37,dataset/image/116/1154/2013/332f2e5d5f1f37.jpg,2013,rear,"[168.0, 99.0, 723.0, 617.0]",Cheetah,Feiteng,SUV
770957fed724da,dataset/image/116/1154/2013/770957fed724da.jpg,2013,rear,"[183.0, 79.0, 615.0, 510.0]",Cheetah,Feiteng,SUV
a263dd15e03be6,dataset/image/116/1154/2013/a263dd15e03be6.jpg,2013,front,"[193.0, 195.0, 723.0, 626.0]",Cheetah,Feiteng,SUV
69d5760cd4b190,dataset/image/116/1154/2013/69d5760cd4b190.jpg,2013,front,"[183.0, 95.0, 601.0, 501.0]",Cheetah,Feiteng,SUV
f512724de1d513,dataset/image/116/1154/2008/f512724de1d513.jpg,2008,rear,"[143.0, 60.0, 772.0, 626.0]",Cheetah,Feiteng,SUV
0e056bfc40469e,dataset/image/116/1154/2008/0e056bfc40469e.jpg,2008,front,"[96.0, 66.0, 830.0, 626.0]",Cheetah,Feiteng,SUV
8e0f3d8b8c0fb7,dataset/image/116/1154/2009/8e0f3d8b8c0fb7.jpg,2009,front,"[181.0, 121.0, 619.0, 510.0]",Cheetah,Feiteng,SUV
c8c5bda400836d,dataset/image/116/1154/2009/c8c5bda400836d.jpg,2009,rear,"[162.0, 86.0, 550.0, 476.0]",Cheetah,Feiteng,SUV
dabd41e8028e30,dataset/image/116/1154/2009/dabd41e8028e30.jpg,2009,rear,"[172.0, 92.0, 613.0, 530.0]",Cheetah,Feiteng,SUV
ca02b43e6668f7,dataset/image/116/1154/2009/ca02b43e6668f7.jpg,2009,front,"[148.0, 87.0, 634.0, 504.0]",Cheetah,Feiteng,SUV
c37b899e961a8f,dataset/image/116/1154/2010/c37b899e961a8f.jpg,2010,front,"[180.0, 100.0, 643.0, 507.0]",Cheetah,Feiteng,SUV
5dd8f47ed9ffa0,dataset/image/116/1154/2010/5dd8f47ed9ffa0.jpg,2010,rear,"[111.0, 172.0, 664.0, 622.0]",Cheetah,Feiteng,SUV
e6229fe4daed2e,dataset/image/116/1154/2010/e6229fe4daed2e.jpg,2010,rear,"[177.0, 63.0, 637.0, 539.0]",Cheetah,Feiteng,SUV
3ae2eb92cfdde8,dataset/image/116/1154/2010/3ae2eb92cfdde8.jpg,2010,front,"[175.0, 72.0, 623.0, 509.0]",Cheetah,Feiteng,SUV
f499d9b431990c,dataset/image/116/1154/2010/f499d9b431990c.jpg,2010,front,"[158.0, 74.0, 683.0, 541.0]",Cheetah,Feiteng,SUV
1507f1c54043df,dataset/image/116/1154/2010/1507f1c54043df.jpg,2010,rear,"[178.0, 101.0, 625.0, 560.0]",Cheetah,Feiteng,SUV
16158790f68e2e,dataset/image/116/1154/2010/16158790f68e2e.jpg,2010,front,"[192.0, 114.0, 621.0, 489.0]",Cheetah,Feiteng,SUV
2d2f42518190df,dataset/image/116/1154/2010/2d2f42518190df.jpg,2010,front,"[173.0, 74.0, 632.0, 507.0]",Cheetah,Feiteng,SUV
f7f1819fd3960a,dataset/image/116/1154/2010/f7f1819fd3960a.jpg,2010,rear,"[141.0, 68.0, 648.0, 518.0]",Cheetah,Feiteng,SUV
815530fcd2fe8b,dataset/image/116/1154/2010/815530fcd2fe8b.jpg,2010,front,"[183.0, 102.0, 700.0, 595.0]",Cheetah,Feiteng,SUV
13aa832f055a32,dataset/image/116/1144/2012/13aa832f055a32.jpg,2012,rear,"[199.0, 109.0, 827.0, 638.0]",Cheetah,Feiling Pickup,Unknown
8098f32e26b76f,dataset/image/116/1144/2012/8098f32e26b76f.jpg,2012,front,"[197.0, 127.0, 842.0, 679.0]",Cheetah,Feiling Pickup,Unknown
4b40d1419a3d24,dataset/image/116/1144/2010/4b40d1419a3d24.jpg,2010,front,"[206.0, 181.0, 605.0, 535.0]",Cheetah,Feiling Pickup,Unknown
5c05aecdb1f3d3,dataset/image/116/1144/2010/5c05aecdb1f3d3.jpg,2010,rear,"[214.0, 165.0, 590.0, 512.0]",Cheetah,Feiling Pickup,Unknown
9d2029f945fc83,dataset/image/116/1145/2014/9d2029f945fc83.jpg,2014,front,"[184.0, 1.0, 787.0, 494.0]",Cheetah,Feiteng C5,SUV
bbab95451a4aa2,dataset/image/116/1145/2014/bbab95451a4aa2.jpg,2014,front,"[200.0, 125.0, 706.0, 623.0]",Cheetah,Feiteng C5,SUV
22a32862b9daa5,dataset/image/116/1145/2014/22a32862b9daa5.jpg,2014,rear,"[154.0, 1.0, 779.0, 501.0]",Cheetah,Feiteng C5,SUV
6fc8ac76004d78,dataset/image/116/1151/2014/6fc8ac76004d78.jpg,2014,front,"[232.0, 189.0, 567.0, 468.0]",Cheetah,Cheetah Q6,SUV
b61a15daba6c7e,dataset/image/116/1151/2014/b61a15daba6c7e.jpg,2014,front,"[190.0, 37.0, 744.0, 481.0]",Cheetah,Cheetah Q6,SUV
77671c19ac1ba2,dataset/image/116/1151/2014/77671c19ac1ba2.jpg,2014,front,"[166.0, 91.0, 658.0, 500.0]",Cheetah,Cheetah Q6,SUV
f7ad2ff4a0ebeb,dataset/image/116/1151/2014/f7ad2ff4a0ebeb.jpg,2014,front,"[186.0, 77.0, 646.0, 468.0]",Cheetah,Cheetah Q6,SUV
35f998842ebb49,dataset/image/116/1151/2014/35f998842ebb49.jpg,2014,front,"[232.0, 143.0, 568.0, 435.0]",Cheetah,Cheetah Q6,SUV
c5a8a827c6e5c5,dataset/image/116/1151/2014/c5a8a827c6e5c5.jpg,2014,front,"[130.0, 46.0, 685.0, 552.0]",Cheetah,Cheetah Q6,SUV
b9cbe4fc43c1bc,dataset/image/116/1151/2014/b9cbe4fc43c1bc.jpg,2014,front,"[182.0, 38.0, 767.0, 541.0]",Cheetah,Cheetah Q6,SUV
08b7e393ae0c12,dataset/image/116/1151/2014/08b7e393ae0c12.jpg,2014,rear,"[263.0, 116.0, 764.0, 669.0]",Cheetah,Cheetah Q6,SUV
0e662f01ce85b4,dataset/image/116/1151/2014/0e662f01ce85b4.jpg,2014,rear,"[174.0, 22.0, 676.0, 541.0]",Cheetah,Cheetah Q6,SUV
c799f2d5fd8ab0,dataset/image/116/1151/2014/c799f2d5fd8ab0.jpg,2014,front,"[140.0, 5.0, 651.0, 519.0]",Cheetah,Cheetah Q6,SUV
e0c3049ae02855,dataset/image/116/1151/2014/e0c3049ae02855.jpg,2014,front,"[191.0, 82.0, 624.0, 498.0]",Cheetah,Cheetah Q6,SUV
64428056dae2b7,dataset/image/116/1151/2014/64428056dae2b7.jpg,2014,front,"[182.0, 50.0, 741.0, 534.0]",Cheetah,Cheetah Q6,SUV
957976cf79b51d,dataset/image/116/1151/2014/957976cf79b51d.jpg,2014,front,"[209.0, 88.0, 810.0, 687.0]",Cheetah,Cheetah Q6,SUV
54b1fb0b6cceb9,dataset/image/116/1151/2014/54b1fb0b6cceb9.jpg,2014,rear,"[151.0, 7.0, 633.0, 462.0]",Cheetah,Cheetah Q6,SUV
ba376ccf9daaa7,dataset/image/116/1151/2014/ba376ccf9daaa7.jpg,2014,rear,"[234.0, 82.0, 641.0, 507.0]",Cheetah,Cheetah Q6,SUV
3e1ed7cc41fe1f,dataset/image/116/1151/2014/3e1ed7cc41fe1f.jpg,2014,rear,"[189.0, 94.0, 595.0, 538.0]",Cheetah,Cheetah Q6,SUV
7ed3da8d760496,dataset/image/116/1151/2014/7ed3da8d760496.jpg,2014,front,"[132.0, 47.0, 662.0, 513.0]",Cheetah,Cheetah Q6,SUV
996e133790147d,dataset/image/116/1151/2014/996e133790147d.jpg,2014,front,"[200.0, 100.0, 603.0, 511.0]",Cheetah,Cheetah Q6,SUV
ab02d797ba17ed,dataset/image/45/1034/2011/ab02d797ba17ed.jpg,2011,rear,"[136.0, 57.0, 685.0, 535.0]",Zoyte,Zotye Z200HB,hatchback
6b948eac63e062,dataset/image/45/1034/2011/6b948eac63e062.jpg,2011,front,"[159.0, 66.0, 678.0, 495.0]",Zoyte,Zotye Z200HB,hatchback
2efe4cfc2e92bf,dataset/image/45/1034/2011/2efe4cfc2e92bf.jpg,2011,front,"[190.0, 138.0, 825.0, 637.0]",Zoyte,Zotye Z200HB,hatchback
ac6c5125167311,dataset/image/45/1034/2011/ac6c5125167311.jpg,2011,rear,"[206.0, 110.0, 820.0, 658.0]",Zoyte,Zotye Z200HB,hatchback
baeda8a896a54c,dataset/image/45/1034/2011/baeda8a896a54c.jpg,2011,front,"[165.0, 83.0, 635.0, 500.0]",Zoyte,Zotye Z200HB,hatchback
dce0cdff21fdad,dataset/image/45/1034/2011/dce0cdff21fdad.jpg,2011,front,"[160.0, 87.0, 642.0, 468.0]",Zoyte,Zotye Z200HB,hatchback
6ce3bdf6d052cc,dataset/image/45/1034/2011/6ce3bdf6d052cc.jpg,2011,rear,"[191.0, 83.0, 662.0, 515.0]",Zoyte,Zotye Z200HB,hatchback
4c55517525b146,dataset/image/45/1034/2011/4c55517525b146.jpg,2011,front,"[184.0, 13.0, 733.0, 436.0]",Zoyte,Zotye Z200HB,hatchback
f5bc604e1c913f,dataset/image/45/1034/2011/f5bc604e1c913f.jpg,2011,front,"[116.0, 89.0, 691.0, 541.0]",Zoyte,Zotye Z200HB,hatchback
c5c3405b378ead,dataset/image/45/1034/2011/c5c3405b378ead.jpg,2011,front,"[143.0, 1.0, 677.0, 456.0]",Zoyte,Zotye Z200HB,hatchback
4e3cc380f4bfa6,dataset/image/45/1034/2011/4e3cc380f4bfa6.jpg,2011,rear,"[126.0, 52.0, 709.0, 552.0]",Zoyte,Zotye Z200HB,hatchback
c3c4df14605e5c,dataset/image/45/1034/2011/c3c4df14605e5c.jpg,2011,front,"[133.0, 81.0, 673.0, 522.0]",Zoyte,Zotye Z200HB,hatchback
dcc223501dd9da,dataset/image/45/1034/2011/dcc223501dd9da.jpg,2011,front,"[53.0, 150.0, 351.0, 370.0]",Zoyte,Zotye Z200HB,hatchback
aafc576d5717a7,dataset/image/45/1034/2011/aafc576d5717a7.jpg,2011,front,"[147.0, 99.0, 638.0, 482.0]",Zoyte,Zotye Z200HB,hatchback
aabd1deb0630c5,dataset/image/45/1034/2011/aabd1deb0630c5.jpg,2011,rear,"[147.0, 110.0, 653.0, 552.0]",Zoyte,Zotye Z200HB,hatchback
4ef5ef717eb749,dataset/image/45/1034/2011/4ef5ef717eb749.jpg,2011,rear,"[194.0, 113.0, 615.0, 474.0]",Zoyte,Zotye Z200HB,hatchback
75aad72097a343,dataset/image/45/1034/2011/75aad72097a343.jpg,2011,rear,"[189.0, 93.0, 664.0, 521.0]",Zoyte,Zotye Z200HB,hatchback
15df8cbe7a896f,dataset/image/45/1034/2011/15df8cbe7a896f.jpg,2011,front,"[141.0, 156.0, 650.0, 516.0]",Zoyte,Zotye Z200HB,hatchback
cb6e4fed80955d,dataset/image/45/1034/2011/cb6e4fed80955d.jpg,2011,front,"[148.0, 87.0, 669.0, 478.0]",Zoyte,Zotye Z200HB,hatchback
7093e1575fe333,dataset/image/45/1034/2011/7093e1575fe333.jpg,2011,front,"[165.0, 80.0, 660.0, 469.0]",Zoyte,Zotye Z200HB,hatchback
a4ae712d5fa185,dataset/image/45/1034/2011/a4ae712d5fa185.jpg,2011,front,"[113.0, 96.0, 664.0, 528.0]",Zoyte,Zotye Z200HB,hatchback
7ae11577e611aa,dataset/image/45/1034/2011/7ae11577e611aa.jpg,2011,front,"[153.0, 83.0, 657.0, 468.0]",Zoyte,Zotye Z200HB,hatchback
190a1f5d694ef9,dataset/image/45/1034/2011/190a1f5d694ef9.jpg,2011,front,"[75.0, 244.0, 838.0, 549.0]",Zoyte,Zotye Z200HB,hatchback
2c8cd39d895816,dataset/image/45/1034/2011/2c8cd39d895816.jpg,2011,rear,"[197.0, 65.0, 670.0, 478.0]",Zoyte,Zotye Z200HB,hatchback
7821eb23ecf0d8,dataset/image/45/1034/2011/7821eb23ecf0d8.jpg,2011,rear,"[225.0, 19.0, 752.0, 468.0]",Zoyte,Zotye Z200HB,hatchback
aa35bc40d93e67,dataset/image/45/1034/2011/aa35bc40d93e67.jpg,2011,front,"[152.0, 53.0, 668.0, 489.0]",Zoyte,Zotye Z200HB,hatchback
4b100fe2140be7,dataset/image/45/1034/2011/4b100fe2140be7.jpg,2011,rear,"[163.0, 138.0, 644.0, 558.0]",Zoyte,Zotye Z200HB,hatchback
99b2c70067d2e9,dataset/image/45/1034/2011/99b2c70067d2e9.jpg,2011,front,"[139.0, 88.0, 792.0, 601.0]",Zoyte,Zotye Z200HB,hatchback
f677b8054411a6,dataset/image/45/1034/2011/f677b8054411a6.jpg,2011,rear,"[146.0, 68.0, 675.0, 522.0]",Zoyte,Zotye Z200HB,hatchback
8e15f0cae51f5c,dataset/image/45/1034/2011/8e15f0cae51f5c.jpg,2011,front,"[160.0, 89.0, 641.0, 470.0]",Zoyte,Zotye Z200HB,hatchback
d0a593ae6178a8,dataset/image/45/1034/2011/d0a593ae6178a8.jpg,2011,rear,"[156.0, 100.0, 622.0, 514.0]",Zoyte,Zotye Z200HB,hatchback
f3173cca5d87ca,dataset/image/45/1034/2011/f3173cca5d87ca.jpg,2011,rear,"[168.0, 123.0, 724.0, 610.0]",Zoyte,Zotye Z200HB,hatchback
b33b13dbff3421,dataset/image/45/1034/2011/b33b13dbff3421.jpg,2011,front,"[167.0, 82.0, 658.0, 465.0]",Zoyte,Zotye Z200HB,hatchback
d9d0fbe6c0136f,dataset/image/45/1034/2011/d9d0fbe6c0136f.jpg,2011,rear,"[199.0, 70.0, 668.0, 478.0]",Zoyte,Zotye Z200HB,hatchback
4724587d0ff497,dataset/image/45/1033/2013/4724587d0ff497.jpg,2013,front,"[176.0, 121.0, 622.0, 470.0]",Zoyte,Zotye Z200,sedan
7e363a5c948c1c,dataset/image/45/1033/2013/7e363a5c948c1c.jpg,2013,rear,"[202.0, 140.0, 598.0, 484.0]",Zoyte,Zotye Z200,sedan
df585bbebea8a5,dataset/image/45/1033/2013/df585bbebea8a5.jpg,2013,rear,"[203.0, 136.0, 595.0, 475.0]",Zoyte,Zotye Z200,sedan
4e349a59973fd4,dataset/image/45/1033/2013/4e349a59973fd4.jpg,2013,rear,"[150.0, 162.0, 726.0, 596.0]",Zoyte,Zotye Z200,sedan
37ff1fe10ee5c4,dataset/image/45/1033/2013/37ff1fe10ee5c4.jpg,2013,rear,"[203.0, 116.0, 825.0, 651.0]",Zoyte,Zotye Z200,sedan
86d4cc45f99874,dataset/image/45/1033/2013/86d4cc45f99874.jpg,2013,front,"[182.0, 129.0, 835.0, 645.0]",Zoyte,Zotye Z200,sedan
48bcb4b0c3f80e,dataset/image/45/1033/2013/48bcb4b0c3f80e.jpg,2013,front,"[175.0, 129.0, 637.0, 487.0]",Zoyte,Zotye Z200,sedan
d32c78adca63d2,dataset/image/45/1033/2013/d32c78adca63d2.jpg,2013,rear,"[178.0, 120.0, 617.0, 497.0]",Zoyte,Zotye Z200,sedan
4670ff91794606,dataset/image/45/1033/2013/4670ff91794606.jpg,2013,front,"[171.0, 117.0, 633.0, 492.0]",Zoyte,Zotye Z200,sedan
a7cd0e1884c8c0,dataset/image/45/1033/2011/a7cd0e1884c8c0.jpg,2011,rear,"[142.0, 68.0, 678.0, 542.0]",Zoyte,Zotye Z200,sedan
665ece9a4e2c6f,dataset/image/45/1033/2011/665ece9a4e2c6f.jpg,2011,front,"[160.0, 131.0, 617.0, 463.0]",Zoyte,Zotye Z200,sedan
ec08b2607ff5a9,dataset/image/45/1033/2011/ec08b2607ff5a9.jpg,2011,rear,"[179.0, 127.0, 727.0, 592.0]",Zoyte,Zotye Z200,sedan
80dc8f5a4420f4,dataset/image/45/1033/2011/80dc8f5a4420f4.jpg,2011,rear,"[233.0, 180.0, 583.0, 456.0]",Zoyte,Zotye Z200,sedan
170febb02b7b75,dataset/image/45/1033/2011/170febb02b7b75.jpg,2011,front,"[173.0, 105.0, 635.0, 472.0]",Zoyte,Zotye Z200,sedan
deae96c8ec1825,dataset/image/45/1033/2011/deae96c8ec1825.jpg,2011,rear,"[38.0, 66.0, 750.0, 488.0]",Zoyte,Zotye Z200,sedan
88faf0160218ae,dataset/image/45/1033/2011/88faf0160218ae.jpg,2011,front,"[203.0, 148.0, 715.0, 573.0]",Zoyte,Zotye Z200,sedan
135e94f1176dc6,dataset/image/45/1033/2011/135e94f1176dc6.jpg,2011,front,"[101.0, 44.0, 690.0, 516.0]",Zoyte,Zotye Z200,sedan
7baf4689aa8813,dataset/image/45/1033/2011/7baf4689aa8813.jpg,2011,rear,"[71.0, 1.0, 822.0, 539.0]",Zoyte,Zotye Z200,sedan
98a07fe9c9adb7,dataset/image/45/1033/2011/98a07fe9c9adb7.jpg,2011,front,"[150.0, 31.0, 622.0, 388.0]",Zoyte,Zotye Z200,sedan
6904028c1411d0,dataset/image/45/1033/2011/6904028c1411d0.jpg,2011,rear,"[101.0, 32.0, 699.0, 523.0]",Zoyte,Zotye Z200,sedan
076fac888f4404,dataset/image/45/1033/2011/076fac888f4404.jpg,2011,front,"[147.0, 99.0, 688.0, 471.0]",Zoyte,Zotye Z200,sedan
6a080e9523385b,dataset/image/45/1033/2011/6a080e9523385b.jpg,2011,rear,"[162.0, 128.0, 619.0, 505.0]",Zoyte,Zotye Z200,sedan
0488e7ccc5277b,dataset/image/45/1033/2011/0488e7ccc5277b.jpg,2011,rear,"[129.0, 37.0, 771.0, 524.0]",Zoyte,Zotye Z200,sedan
bd0b394fc06cc7,dataset/image/45/1033/2011/bd0b394fc06cc7.jpg,2011,front,"[170.0, 19.0, 715.0, 488.0]",Zoyte,Zotye Z200,sedan
15fdc84a27d9b1,dataset/image/45/1033/2011/15fdc84a27d9b1.jpg,2011,front,"[155.0, 107.0, 656.0, 523.0]",Zoyte,Zotye Z200,sedan
f745a0e8a23dd9,dataset/image/45/1033/2011/f745a0e8a23dd9.jpg,2011,rear,"[172.0, 105.0, 645.0, 482.0]",Zoyte,Zotye Z200,sedan
ffbff50f17a212,dataset/image/45/1033/2011/ffbff50f17a212.jpg,2011,rear,"[129.0, 71.0, 670.0, 526.0]",Zoyte,Zotye Z200,sedan
dea6bac8402c44,dataset/image/45/1033/2011/dea6bac8402c44.jpg,2011,front,"[176.0, 48.0, 673.0, 487.0]",Zoyte,Zotye Z200,sedan
